chr	start	end	CpG	WJ1-N	WJ1-X	WJ2-N	WJ2-X	WJ3-N	WJ3-X	WJ5-N	WJ5-X	WJ7-N	WJ7-X
chr11	60290197	60290253	7	NA	NA	NA	NA	NA	NA	NA	NA	22	22
chr11	60350677	60350761	13	56	34	63	46	NA	NA	24	17	25	0
chr11	60388826	60388949	9	NA	NA	37	34	NA	NA	36	36	25	24
chr11	60691551	60691816	14	NA	NA	NA	NA	NA	NA	52	6	20	6
chr11	60692495	60692557	7	NA	NA	27	5	NA	NA	NA	NA	NA	NA
chr11	61080115	61080169	6	NA	NA	NA	NA	NA	NA	NA	NA	21	6
chr11	61230061	61230423	17	23	16	54	45	31	18	52	47	54	40
chr11	61318674	61318731	7	NA	NA	NA	NA	NA	NA	23	3	NA	NA
chr11	61770256	61770320	7	NA	NA	NA	NA	NA	NA	NA	NA	25	8
chr11	62415874	62415940	5	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr11	63728080	63728105	5	NA	NA	NA	NA	NA	NA	NA	NA	25	10
chr11	63734714	63734836	11	NA	NA	NA	NA	NA	NA	26	16	35	4
chr11	68199019	68199086	9	32	2	NA	NA	NA	NA	NA	NA	NA	NA
chr11	68504928	68505042	11	33	2	NA	NA	NA	NA	NA	NA	NA	NA
chr11	68853526	68853561	6	NA	NA	22	9	NA	NA	NA	NA	NA	NA
chr11	68878134	68878189	3	NA	NA	NA	NA	NA	NA	NA	NA	22	15
chr11	68948601	68948665	7	NA	NA	27	27	NA	NA	NA	NA	NA	NA
chr11	69140085	69140130	6	NA	NA	NA	NA	24	1	NA	NA	NA	NA
chr11	69153782	69154042	17	NA	NA	29	25	36	26	NA	NA	NA	NA
chr11	69208924	69209012	10	NA	NA	41	1	NA	NA	NA	NA	NA	NA
chr11	69419033	69419091	6	NA	NA	32	0	NA	NA	NA	NA	NA	NA
chr11	69615028	69615058	8	NA	NA	NA	NA	NA	NA	NA	NA	24	2
chr11	69727899	69727953	5	NA	NA	NA	NA	NA	NA	NA	NA	20	1
chr11	69734886	69735020	13	NA	NA	53	8	62	20	NA	NA	43	6
chr11	69793737	69793819	8	NA	NA	34	5	NA	NA	NA	NA	NA	NA
chr11	70051730	70051914	13	NA	NA	NA	NA	24	0	NA	NA	24	9
chr11	70482335	70482476	10	NA	NA	NA	NA	31	6	32	4	NA	NA
chr11	70817609	70817671	7	NA	NA	22	0	NA	NA	NA	NA	NA	NA
chr11	72020236	72020372	12	NA	NA	NA	NA	31	20	NA	NA	21	7
chr11	72168764	72168832	4	NA	NA	NA	NA	21	9	NA	NA	NA	NA
chr11	72224199	72224227	11	NA	NA	NA	NA	44	8	NA	NA	NA	NA
chr11	72224736	72224804	7	NA	NA	24	12	NA	NA	NA	NA	NA	NA
chr11	72254561	72254660	10	NA	NA	NA	NA	20	4	NA	NA	NA	NA
chr11	73109991	73110042	4	NA	NA	NA	NA	NA	NA	20	20	NA	NA
chr11	74264157	74264177	9	NA	NA	NA	NA	NA	NA	NA	NA	36	35
chr11	74403475	74403596	10	NA	NA	32	24	NA	NA	NA	NA	NA	NA
chr11	74538117	74538204	10	NA	NA	32	5	NA	NA	NA	NA	NA	NA
chr11	74562817	74562876	8	NA	NA	NA	NA	NA	NA	24	22	NA	NA
chr11	74711625	74711705	10	24	4	21	4	NA	NA	NA	NA	31	16
chr11	74739843	74739905	6	NA	NA	36	0	NA	NA	NA	NA	NA	NA
chr11	75092962	75093007	5	NA	NA	NA	NA	NA	NA	NA	NA	20	11
chr11	75268203	75268268	7	22	1	NA	NA	NA	NA	NA	NA	NA	NA
chr11	75300615	75300658	6	NA	NA	NA	NA	NA	NA	24	4	NA	NA
chr11	75401518	75401559	7	21	8	NA	NA	NA	NA	NA	NA	NA	NA
chr11	75546179	75546235	8	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr11	75992463	75992528	4	NA	NA	NA	NA	NA	NA	NA	NA	22	8
chr11	76030500	76030555	6	NA	NA	NA	NA	20	7	NA	NA	NA	NA
chr11	76057234	76057288	11	NA	NA	NA	NA	33	1	NA	NA	NA	NA
chr11	76171296	76171345	4	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr11	76211519	76211583	5	NA	NA	NA	NA	NA	NA	NA	NA	22	6
chr11	76759077	76759115	6	NA	NA	NA	NA	NA	NA	20	6	NA	NA
chr11	76759291	76759480	13	25	2	NA	NA	NA	NA	29	7	25	2
chr11	76891909	76891969	13	NA	NA	NA	NA	44	1	NA	NA	NA	NA
chr11	77744305	77744364	6	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr11	78310328	78310539	7	NA	NA	NA	NA	22	16	NA	NA	NA	NA
chr11	78364210	78364341	12	NA	NA	25	6	NA	NA	23	0	NA	NA
chr11	79067583	79067661	11	NA	NA	NA	NA	NA	NA	29	17	26	12
chr11	79269300	79269332	9	NA	NA	NA	NA	36	35	NA	NA	NA	NA
chr11	79474490	79474570	9	NA	NA	25	16	NA	NA	NA	NA	NA	NA
chr11	79955376	79955409	7	NA	NA	NA	NA	NA	NA	21	8	NA	NA
chr11	80291044	80291153	8	NA	NA	25	18	NA	NA	NA	NA	NA	NA
chr11	80965648	80965737	9	NA	NA	34	31	NA	NA	NA	NA	NA	NA
chr11	81782018	81782199	11	NA	NA	NA	NA	NA	NA	NA	NA	21	14
chr11	82560651	82560722	4	NA	NA	NA	NA	NA	NA	NA	NA	20	15
chr11	82594687	82594733	6	NA	NA	NA	NA	23	5	NA	NA	NA	NA
chr11	82684307	82684379	7	NA	NA	NA	NA	NA	NA	20	12	NA	NA
chr11	83105165	83105235	8	NA	NA	23	10	NA	NA	NA	NA	NA	NA
chr11	83286768	83286807	6	28	4	NA	NA	NA	NA	NA	NA	NA	NA
chr11	84338627	84338687	8	NA	NA	NA	NA	NA	NA	27	8	NA	NA
chr11	84953790	84953843	10	NA	NA	30	1	NA	NA	NA	NA	NA	NA
chr11	84961650	84961668	9	27	26	NA	NA	NA	NA	NA	NA	NA	NA
chr11	85048628	85048701	15	68	0	NA	NA	42	14	NA	NA	NA	NA
chr11	85650572	85650621	5	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr11	86497243	86497427	14	35	7	NA	NA	NA	NA	NA	NA	29	15
chr11	86621033	86621091	9	NA	NA	NA	NA	NA	NA	NA	NA	27	0
chr11	87171636	87171705	7	NA	NA	21	9	NA	NA	NA	NA	22	1
chr11	87405673	87405739	9	NA	NA	31	13	NA	NA	NA	NA	NA	NA
chr11	87550214	87550288	7	NA	NA	NA	NA	NA	NA	22	12	NA	NA
chr11	87861414	87861491	11	NA	NA	26	6	32	11	NA	NA	NA	NA
chr11	87862070	87862112	10	30	3	NA	NA	NA	NA	NA	NA	NA	NA
chr11	88007081	88007130	9	NA	NA	NA	NA	NA	NA	NA	NA	36	32
chr11	88860549	88860568	6	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	93817016	93817065	7	NA	NA	NA	NA	NA	NA	NA	NA	35	0
chr11	94071430	94071462	3	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr11	94183148	94183211	7	21	10	NA	NA	NA	NA	NA	NA	NA	NA
chr11	94189314	94189349	6	31	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	94189530	94189573	6	NA	NA	24	3	NA	NA	NA	NA	NA	NA
chr11	94357834	94357894	6	NA	NA	NA	NA	22	19	NA	NA	NA	NA
chr11	94410550	94410601	6	NA	NA	NA	NA	21	4	NA	NA	NA	NA
chr11	94515104	94515146	8	NA	NA	27	15	NA	NA	NA	NA	NA	NA
chr11	94854112	94854372	17	20	11	43	25	46	5	NA	NA	30	6
chr11	94885973	94886029	9	NA	NA	36	36	NA	NA	NA	NA	NA	NA
chr11	94902433	94902487	7	NA	NA	23	2	NA	NA	NA	NA	NA	NA
chr11	95007096	95007358	15	NA	NA	NA	NA	33	10	NA	NA	46	4
chr11	95093324	95093390	6	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	95120694	95120823	11	NA	NA	33	8	NA	NA	NA	NA	34	13
chr11	95937204	95937299	8	NA	NA	NA	NA	NA	NA	NA	NA	22	2
chr11	96121710	96121775	9	NA	NA	NA	NA	NA	NA	34	16	NA	NA
chr11	96203546	96203633	8	NA	NA	NA	NA	NA	NA	34	4	NA	NA
chr11	96206968	96207013	11	NA	NA	NA	NA	27	0	NA	NA	55	0
chr11	96690518	96690601	8	NA	NA	NA	NA	NA	NA	NA	NA	37	3
chr11	96883703	96883790	7	NA	NA	NA	NA	NA	NA	24	4	NA	NA
chr11	97012070	97012116	7	NA	NA	25	5	NA	NA	NA	NA	NA	NA
chr11	97141612	97141675	12	36	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	97530704	97530758	3	23	23	NA	NA	NA	NA	NA	NA	NA	NA
chr11	98011184	98011235	10	NA	NA	30	0	NA	NA	NA	NA	NA	NA
chr11	98199885	98199943	12	NA	NA	NA	NA	46	2	NA	NA	NA	NA
chr11	98210212	98210260	7	NA	NA	NA	NA	21	11	NA	NA	NA	NA
chr11	98210392	98210501	10	NA	NA	NA	NA	NA	NA	20	14	25	19
chr11	100006750	100006891	8	NA	NA	NA	NA	NA	NA	NA	NA	25	11
chr11	100181725	100181818	8	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr11	100275956	100275995	8	NA	NA	NA	NA	24	14	NA	NA	NA	NA
chr11	100623026	100623259	16	NA	NA	56	15	NA	NA	NA	NA	NA	NA
chr11	100741975	100742052	4	NA	NA	NA	NA	NA	NA	NA	NA	22	22
chr11	100943391	100943576	7	NA	NA	22	1	NA	NA	NA	NA	NA	NA
chr11	100981155	100981227	12	NA	NA	NA	NA	NA	NA	NA	NA	36	9
chr11	101024520	101024591	5	NA	NA	20	15	NA	NA	NA	NA	NA	NA
chr11	101025327	101025427	9	NA	NA	NA	NA	NA	NA	NA	NA	34	34
chr11	101140075	101140278	10	NA	NA	28	0	NA	NA	NA	NA	NA	NA
chr11	101825332	101825354	8	24	6	NA	NA	NA	NA	NA	NA	NA	NA
chr11	101911329	101911436	5	NA	NA	NA	NA	NA	NA	22	16	NA	NA
chr11	101958742	101958919	11	NA	NA	23	12	NA	NA	29	16	22	10
chr11	101968281	101968315	4	NA	NA	NA	NA	20	6	NA	NA	NA	NA
chr11	102017633	102017789	10	NA	NA	NA	NA	28	1	22	1	NA	NA
chr11	102137904	102137973	8	NA	NA	NA	NA	NA	NA	23	6	NA	NA
chr11	102181753	102181817	7	NA	NA	NA	NA	NA	NA	NA	NA	26	19
chr11	102558890	102559104	19	22	0	27	3	NA	NA	NA	NA	39	7
chr11	102635776	102635833	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr11	102638966	102639086	7	NA	NA	NA	NA	NA	NA	23	3	NA	NA
chr11	102786244	102786301	8	NA	NA	NA	NA	NA	NA	NA	NA	24	7
chr11	102809932	102809990	8	NA	NA	NA	NA	NA	NA	31	20	NA	NA
chr11	103030145	103030195	4	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	103273907	103273977	9	33	29	NA	NA	NA	NA	25	9	NA	NA
chr11	103590466	103590545	5	NA	NA	NA	NA	22	21	21	19	NA	NA
chr11	103828091	103828171	8	27	5	NA	NA	NA	NA	NA	NA	NA	NA
chr11	103993037	103993096	3	NA	NA	NA	NA	NA	NA	21	7	NA	NA
chr11	104018991	104019085	5	NA	NA	NA	NA	NA	NA	NA	NA	21	11
chr11	104019627	104019682	5	NA	NA	25	10	NA	NA	NA	NA	NA	NA
chr11	104092351	104092463	11	NA	NA	NA	NA	NA	NA	NA	NA	52	24
chr11	104432554	104432633	5	NA	NA	NA	NA	NA	NA	20	19	NA	NA
chr11	104432751	104432918	17	NA	NA	NA	NA	39	38	NA	NA	NA	NA
chr11	104987547	104987595	5	NA	NA	NA	NA	NA	NA	25	10	NA	NA
chr11	105805682	105805749	10	NA	NA	NA	NA	30	12	NA	NA	NA	NA
chr11	106077626	106077715	10	24	2	NA	NA	NA	NA	NA	NA	NA	NA
chr11	106349459	106349719	12	NA	NA	NA	NA	33	9	NA	NA	NA	NA
chr11	106909955	106910060	6	25	25	25	25	29	28	NA	NA	23	23
chr11	106910355	106910428	6	NA	NA	27	27	NA	NA	NA	NA	NA	NA
chr11	106911367	106911479	8	NA	NA	NA	NA	20	14	29	21	26	21
chr11	106912461	106912481	4	NA	NA	NA	NA	NA	NA	NA	NA	23	22
chr11	107340953	107341025	7	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr11	107341145	107341176	5	NA	NA	NA	NA	NA	NA	NA	NA	23	6
chr11	107486599	107486620	3	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr11	107815790	107816070	14	41	39	54	54	25	22	22	22	32	31
chr11	107816110	107816366	14	34	34	40	40	55	47	23	22	NA	NA
chr11	108204926	108205101	13	27	21	NA	NA	NA	NA	23	4	NA	NA
chr11	108783051	108783115	9	NA	NA	34	9	NA	NA	NA	NA	NA	NA
chr11	108829576	108829584	4	NA	NA	NA	NA	NA	NA	20	5	NA	NA
chr11	108873069	108873397	27	99	70	133	101	145	126	166	130	199	142
chr11	112644118	112644186	9	NA	NA	NA	NA	NA	NA	31	14	NA	NA
chr11	113062748	113062990	21	NA	NA	68	24	NA	NA	42	13	46	10
chr11	113279979	113279997	7	NA	NA	NA	NA	NA	NA	NA	NA	28	28
chr11	113345723	113345848	8	NA	NA	32	32	NA	NA	NA	NA	NA	NA
chr11	113424072	113424096	9	NA	NA	NA	NA	45	42	NA	NA	NA	NA
chr11	113510986	113511072	11	NA	NA	NA	NA	NA	NA	NA	NA	24	23
chr11	113544876	113544930	8	NA	NA	NA	NA	32	8	NA	NA	NA	NA
chr11	114389089	114389105	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr11	114647191	114647233	4	NA	NA	NA	NA	20	19	NA	NA	NA	NA
chr11	114712526	114712596	6	NA	NA	NA	NA	NA	NA	NA	NA	30	12
chr11	115015357	115015408	7	21	3	NA	NA	NA	NA	NA	NA	NA	NA
chr11	115184979	115185012	6	NA	NA	25	14	NA	NA	NA	NA	NA	NA
chr11	115281345	115281378	8	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr11	115338923	115339410	12	58	45	54	52	76	63	53	49	40	35
chr11	115339759	115339847	4	NA	NA	NA	NA	NA	NA	NA	NA	23	23
chr11	115354268	115354317	5	NA	NA	NA	NA	22	22	NA	NA	NA	NA
chr11	115474141	115474198	7	NA	NA	NA	NA	21	6	NA	NA	NA	NA
chr11	115664959	115665024	6	NA	NA	NA	NA	NA	NA	NA	NA	21	17
chr11	115971377	115971421	8	NA	NA	NA	NA	24	14	NA	NA	NA	NA
chr11	116029567	116029627	6	NA	NA	NA	NA	NA	NA	NA	NA	24	8
chr11	116126745	116126790	7	NA	NA	NA	NA	NA	NA	NA	NA	21	21
chr11	116144238	116144374	8	22	2	NA	NA	NA	NA	NA	NA	NA	NA
chr11	116394331	116394379	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr11	116394702	116394742	8	25	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	116442586	116442632	8	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr11	116515705	116515761	6	NA	NA	NA	NA	23	23	NA	NA	NA	NA
chr11	116713394	116713445	8	NA	NA	NA	NA	NA	NA	NA	NA	29	5
chr11	116714276	116714336	8	NA	NA	NA	NA	34	5	NA	NA	NA	NA
chr11	116976211	116976285	8	26	4	NA	NA	NA	NA	NA	NA	NA	NA
chr11	117128809	117128855	7	NA	NA	NA	NA	NA	NA	21	20	NA	NA
chr11	117515737	117515794	8	NA	NA	29	0	NA	NA	NA	NA	NA	NA
chr11	117516041	117516105	11	NA	NA	NA	NA	NA	NA	NA	NA	34	15
chr11	117641215	117641278	5	NA	NA	NA	NA	NA	NA	NA	NA	23	11
chr11	117848619	117848671	7	NA	NA	NA	NA	NA	NA	NA	NA	21	1
chr11	118109429	118109616	14	NA	NA	NA	NA	22	14	NA	NA	29	10
chr11	118752708	118752756	5	NA	NA	23	23	NA	NA	NA	NA	NA	NA
chr11	118770807	118770855	9	NA	NA	NA	NA	NA	NA	32	25	NA	NA
chr11	120046746	120046798	9	NA	NA	NA	NA	31	17	NA	NA	NA	NA
chr11	120209186	120209290	9	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr11	120328919	120328972	11	NA	NA	NA	NA	33	14	NA	NA	NA	NA
chr11	120329115	120329158	6	NA	NA	NA	NA	NA	NA	21	13	NA	NA
chr11	120434672	120434722	6	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr11	120574698	120574974	17	30	0	NA	NA	34	3	NA	NA	20	0
chr11	120588327	120588458	12	NA	NA	33	12	NA	NA	NA	NA	33	17
chr11	121090490	121090539	7	NA	NA	NA	NA	26	21	NA	NA	NA	NA
chr11	121534179	121534334	15	NA	NA	45	17	NA	NA	26	6	NA	NA
chr11	121691490	121691547	8	NA	NA	NA	NA	NA	NA	23	23	31	29
chr11	121786420	121786557	8	NA	NA	26	26	32	30	NA	NA	NA	NA
chr11	121817838	121818065	13	NA	NA	33	30	24	20	40	33	52	48
chr12	3109883	3109923	3	84	75	72	68	64	58	156	134	99	94
chr12	3427100	3427152	6	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr12	3427509	3427616	8	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr12	8326758	8326916	11	48	41	NA	NA	NA	NA	NA	NA	NA	NA
chr12	8777903	8777950	6	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr12	8778983	8779003	6	NA	NA	NA	NA	NA	NA	NA	NA	20	5
chr12	10978146	10978198	5	NA	NA	NA	NA	25	24	24	24	20	20
chr12	17888397	17888557	10	30	7	38	14	47	9	32	9	26	10
chr12	17888975	17889240	33	41	13	59	16	112	29	22	0	65	4
chr12	17999221	17999553	17	44	31	43	24	31	18	47	28	47	36
chr12	17999875	17999974	11	29	24	NA	NA	NA	NA	NA	NA	22	20
chr12	18000313	18000383	4	NA	NA	NA	NA	23	15	NA	NA	NA	NA
chr12	18142379	18142646	24	21	20	34	31	82	76	44	43	56	52
chr12	18142842	18143175	41	66	63	114	113	79	77	72	70	146	145
chr12	18393963	18394026	5	NA	NA	NA	NA	NA	NA	NA	NA	21	16
chr12	18394814	18394851	4	NA	NA	NA	NA	33	33	NA	NA	NA	NA
chr12	19182018	19182236	17	34	31	36	33	38	32	56	49	66	55
chr12	19294129	19294287	12	44	41	33	30	26	22	NA	NA	29	24
chr12	19294820	19294959	10	NA	NA	30	30	NA	NA	NA	NA	NA	NA
chr12	19393869	19393894	7	NA	NA	NA	NA	NA	NA	NA	NA	21	19
chr12	19394026	19394092	11	NA	NA	NA	NA	NA	NA	73	71	NA	NA
chr12	19394196	19394248	5	NA	NA	21	17	NA	NA	NA	NA	NA	NA
chr12	19495920	19496005	8	33	31	37	34	21	20	NA	NA	48	45
chr12	19496385	19496606	22	NA	NA	51	51	42	27	36	36	49	47
chr12	20077856	20077890	7	NA	NA	NA	NA	NA	NA	21	14	NA	NA
chr12	20202128	20202539	28	61	30	82	45	112	44	87	51	61	35
chr12	20202776	20203077	31	153	59	151	109	114	49	115	67	139	77
chr12	20203234	20203294	8	32	11	NA	NA	NA	NA	20	17	NA	NA
chr12	20317758	20318091	28	71	66	102	96	68	61	100	91	104	99
chr12	20318264	20318614	43	93	89	185	178	190	185	145	136	180	172
chr12	20421155	20421424	17	31	25	55	47	56	51	63	48	NA	NA
chr12	20421881	20422104	22	23	23	NA	NA	65	60	70	69	57	57
chr12	20621253	20621418	13	NA	NA	41	31	24	17	NA	NA	36	29
chr12	20820833	20820900	7	NA	NA	NA	NA	NA	NA	20	19	NA	NA
chr12	20821041	20821296	27	71	65	103	92	53	48	50	44	60	54
chr12	20926575	20926840	27	40	36	81	72	65	56	93	83	103	93
chr12	20927314	20927391	8	NA	NA	NA	NA	NA	NA	NA	NA	45	43
chr12	20996597	20996805	20	28	25	27	26	32	32	73	72	36	36
chr12	20997083	20997162	7	NA	NA	21	16	NA	NA	NA	NA	NA	NA
chr12	21117130	21117441	19	38	4	106	10	30	6	NA	NA	63	18
chr12	21117791	21118125	44	44	17	121	8	94	27	106	18	129	19
chr12	21118142	21118461	13	NA	NA	20	7	36	9	NA	NA	24	12
chr12	22086439	22086521	10	NA	NA	21	13	26	12	NA	NA	NA	NA
chr12	22087010	22087183	8	NA	NA	28	14	25	17	44	35	24	15
chr12	22510786	22510849	6	NA	NA	NA	NA	NA	NA	NA	NA	24	21
chr12	22511044	22511186	8	NA	NA	NA	NA	NA	NA	NA	NA	24	5
chr12	22810898	22811233	25	29	21	50	30	80	59	53	36	44	32
chr12	22811344	22811410	10	NA	NA	NA	NA	NA	NA	NA	NA	37	19
chr12	22811624	22811847	25	69	68	111	87	86	43	23	18	83	60
chr12	23254981	23255043	8	NA	NA	22	11	NA	NA	NA	NA	NA	NA
chr12	23255611	23255680	10	NA	NA	38	32	NA	NA	30	27	NA	NA
chr12	24319304	24319359	9	NA	NA	NA	NA	35	35	20	11	NA	NA
chr12	24485290	24485428	20	59	57	101	98	64	60	62	59	62	58
chr12	24485885	24486157	21	27	23	44	35	34	29	59	47	48	40
chr12	24781589	24781733	13	NA	NA	NA	NA	39	31	33	31	NA	NA
chr12	25393830	25393887	6	NA	NA	22	3	NA	NA	NA	NA	NA	NA
chr12	50484122	50484183	9	NA	NA	NA	NA	NA	NA	27	6	NA	NA
chr12	50486555	50486618	11	NA	NA	NA	NA	33	29	NA	NA	NA	NA
chr12	53071036	53071096	3	NA	NA	NA	NA	NA	NA	NA	NA	21	13
chr12	53198747	53198786	7	NA	NA	NA	NA	NA	NA	NA	NA	21	11
chr12	55293202	55293286	5	NA	NA	NA	NA	NA	NA	NA	NA	21	5
chr12	56086738	56086790	10	NA	NA	NA	NA	NA	NA	NA	NA	40	8
chr12	56181108	56181199	9	NA	NA	25	8	NA	NA	NA	NA	NA	NA
chr12	56403649	56403771	8	NA	NA	21	12	NA	NA	NA	NA	NA	NA
chr12	57018145	57018355	12	NA	NA	21	19	27	27	25	23	NA	NA
chr12	57824008	57824035	4	NA	NA	NA	NA	NA	NA	NA	NA	24	24
chr12	60320615	60320795	13	NA	NA	32	23	NA	NA	NA	NA	24	7
chr12	63177026	63177049	5	NA	NA	NA	NA	20	18	NA	NA	NA	NA
chr12	68323393	68323453	8	NA	NA	NA	NA	NA	NA	NA	NA	44	32
chr12	72419387	72419431	7	28	28	NA	NA	NA	NA	NA	NA	NA	NA
chr12	73185777	73185825	8	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr12	73405028	73405057	4	20	19	NA	NA	NA	NA	NA	NA	NA	NA
chr12	73816858	73816872	7	NA	NA	28	27	NA	NA	NA	NA	NA	NA
chr12	74213346	74213372	5	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr12	74646757	74646813	7	NA	NA	NA	NA	21	11	NA	NA	NA	NA
chr12	78903352	78903407	8	NA	NA	NA	NA	24	24	NA	NA	NA	NA
chr12	81215556	81215647	8	NA	NA	NA	NA	NA	NA	NA	NA	36	4
chr12	81620592	81620615	7	NA	NA	NA	NA	21	19	NA	NA	NA	NA
chr12	82434244	82434312	7	NA	NA	NA	NA	NA	NA	22	16	NA	NA
chr12	82732130	82732196	8	NA	NA	NA	NA	NA	NA	NA	NA	26	1
chr12	85029142	85029198	8	NA	NA	NA	NA	NA	NA	NA	NA	24	9
chr12	85329377	85329414	9	NA	NA	27	19	NA	NA	NA	NA	NA	NA
chr12	85394692	85394782	10	NA	NA	20	8	NA	NA	NA	NA	23	8
chr12	86557805	86558004	11	NA	NA	NA	NA	33	26	NA	NA	NA	NA
chr12	86715640	86715682	8	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr12	88367379	88367434	6	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr12	88728369	88728424	5	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr12	88878782	88879093	8	NA	NA	23	22	NA	NA	NA	NA	NA	NA
chr12	89226566	89226867	8	NA	NA	25	21	26	26	NA	NA	21	19
chr12	89464299	89464492	8	NA	NA	23	17	NA	NA	NA	NA	24	21
chr12	89546743	89546866	5	NA	NA	NA	NA	NA	NA	26	23	NA	NA
chr12	94556038	94556119	9	33	30	21	19	NA	NA	NA	NA	36	28
chr12	96823750	96823871	11	61	57	62	58	85	83	46	43	108	96
chr12	99985159	99985224	14	NA	NA	NA	NA	42	0	NA	NA	NA	NA
chr12	100846281	100846297	7	NA	NA	NA	NA	NA	NA	25	24	NA	NA
chr12	101211072	101211127	4	NA	NA	22	16	NA	NA	NA	NA	NA	NA
chr12	101962825	101962887	8	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr12	102266794	102266837	7	NA	NA	21	8	NA	NA	NA	NA	NA	NA
chr12	103144351	103144482	7	NA	NA	NA	NA	NA	NA	NA	NA	21	21
chr12	103367457	103367529	6	NA	NA	23	17	NA	NA	NA	NA	NA	NA
chr12	103951775	103951843	6	NA	NA	NA	NA	NA	NA	NA	NA	24	24
chr12	104563523	104563578	8	NA	NA	24	17	NA	NA	NA	NA	NA	NA
chr12	105351002	105351044	7	NA	NA	28	28	NA	NA	NA	NA	NA	NA
chr12	106261353	106261601	16	20	20	62	57	44	42	NA	NA	21	21
chr12	106262059	106262166	13	NA	NA	31	31	51	51	30	28	54	53
chr12	107022885	107022952	10	NA	NA	30	9	NA	NA	NA	NA	NA	NA
chr12	107170624	107170677	6	NA	NA	NA	NA	42	41	NA	NA	NA	NA
chr12	109566475	109566526	6	NA	NA	NA	NA	NA	NA	24	24	NA	NA
chr12	109952063	109952350	8	NA	NA	NA	NA	24	22	NA	NA	NA	NA
chr12	111427726	111427796	6	NA	NA	21	13	NA	NA	NA	NA	NA	NA
chr12	112079132	112079195	7	NA	NA	NA	NA	NA	NA	26	9	NA	NA
chr12	112159240	112159493	18	NA	NA	32	32	67	65	NA	NA	20	19
chr12	112910121	112910181	7	NA	NA	NA	NA	NA	NA	NA	NA	23	0
chr12	113882965	113883003	7	NA	NA	21	10	NA	NA	NA	NA	NA	NA
chr12	113917597	113917640	7	NA	NA	NA	NA	NA	NA	NA	NA	21	20
chr12	114129002	114129066	6	NA	NA	24	17	NA	NA	NA	NA	20	14
chr12	115617059	115617112	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr13	3360351	3360512	14	NA	NA	NA	NA	29	4	NA	NA	NA	NA
chr13	3360684	3360916	7	24	13	NA	NA	NA	NA	23	16	NA	NA
chr13	3538315	3538356	4	NA	NA	22	0	NA	NA	NA	NA	NA	NA
chr13	3610359	3610411	8	NA	NA	25	5	NA	NA	NA	NA	NA	NA
chr13	9764553	9764595	5	25	0	NA	NA	NA	NA	NA	NA	NA	NA
chr13	12198732	12198768	8	32	1	NA	NA	NA	NA	NA	NA	NA	NA
chr13	21878724	21878778	7	NA	NA	22	12	NA	NA	NA	NA	NA	NA
chr13	22097770	22097839	7	NA	NA	NA	NA	NA	NA	NA	NA	23	14
chr13	22133086	22133150	7	NA	NA	NA	NA	22	6	NA	NA	NA	NA
chr13	23460785	23460833	7	NA	NA	21	6	NA	NA	NA	NA	NA	NA
chr13	23487780	23487816	7	NA	NA	NA	NA	NA	NA	21	17	NA	NA
chr13	23504730	23504857	6	NA	NA	NA	NA	NA	NA	24	22	NA	NA
chr13	23556088	23556140	6	NA	NA	NA	NA	NA	NA	NA	NA	21	6
chr13	23622121	23622170	4	NA	NA	NA	NA	32	0	NA	NA	NA	NA
chr13	23622993	23623053	7	25	0	NA	NA	NA	NA	22	12	NA	NA
chr13	23627220	23627275	9	NA	NA	NA	NA	NA	NA	NA	NA	29	0
chr13	23665821	23665906	10	NA	NA	NA	NA	NA	NA	NA	NA	24	8
